wild_mut,ALTS910101,BENS940101,BENS940102,BENS940103,BENS940104,CSEM940101,DAYM780301,FEND850101,FITW660101,GEOD900101,GONG920101,GRAR740104,HENS920101,HENS920102,HENS920103,JOHM930101,JOND920103,JOND940101,KOLA920101,LEVJ860101,LUTR910101,LUTR910102,LUTR910103,LUTR910104,LUTR910105,LUTR910106,LUTR910107,LUTR910108,LUTR910109,MCLA710101,MCLA720101,MIYS930101,MIYT790101,MOHR870101,NIEK910101,NIEK910102,OVEJ920101,QU_C930101,QU_C930102,QU_C930103,RISJ880101,TUDE900101,AZAE970101,AZAE970102,RIER950101,WEIL970101,WEIL970102,MEHP950102,KAPO950101,VOGG950101,BLAJ010101,PRLA000101,PRLA000102,QUIB020101,NAOD960101,RUSR970101,RUSR970102,RUSR970103,OGAK980101,KANM000101,NGPC000101,MUET010101,MUET020101,MUET020102,CROG050101
AA,3.0,2.5,2.5,2.4,4.0,1.0,2.0,6.0,0.0,10.0,2.4,0.0,5.0,6.0,7.0,6.0,2.0,2.0,10.0,2.0,11.0,12.0,24.0,22.0,27.0,18.0,11.0,23.0,23.0,8.0,5.0,0.34,0.0,16.0,1.0,1.0,4.0,1.0,1.0,8.0,2.2,100.0,14.0,8.0,100.0,4.0,0.0,0.75,23.4,7.6,9.0,2.09,5.5,2.5,4.0,2.0,0.0,2.0,-4.8,36.0,5.0,5.0,5.0,2.0,4.0
RA,3.0,-1.7,-1.2,-0.8,-1.6,-0.07,2.0,2.0,2.0,5.0,-0.6,112.0,2.0,2.0,3.0,-1.6,1.0,1.0,6.6,0.0,0.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,-0.08,2.92,8.0,0.09,0.11,1.0,0.39,0.25,2.0,1.5,2.0,1.0,1.0,13.0,1.0,0.0,0.8,16.8,4.6,0.0,-0.5,-2.24,0.2,0.0,1.0,0.0,1.0,-7.0,9.0,6.0,-5.5,2.0,1.0,2.0
AR,3.0,-1.7,-1.2,-0.8,-1.6,-0.07,2.0,2.0,2.0,5.0,-0.6,112.0,2.0,2.0,3.0,-1.6,1.0,1.0,6.6,0.0,0.0,5.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,-0.08,2.92,8.0,0.09,0.11,1.0,0.39,0.25,2.0,1.5,2.0,1.0,1.0,13.0,1.0,0.0,0.8,16.8,4.6,0.0,-0.5,-2.24,0.2,0.0,1.0,0.0,1.0,-7.0,9.0,6.0,-5.5,2.0,1.0,2.0
RR,6.0,5.1,5.0,4.8,2.9,1.0,6.0,6.0,0.0,10.0,4.7,0.0,7.0,8.0,9.0,10.0,5.0,7.0,10.0,2.0,32.0,9.0,18.0,38.0,32.0,60.0,28.0,19.0,40.0,8.0,6.0,0.65,0.0,16.0,1.0,1.0,7.0,1.0,1.0,8.0,2.2,100.0,16.0,11.0,100.0,4.0,1.0,0.9,29.5,9.9,14.0,2.87,8.59,5.2,7.0,0.0,4.0,0.0,-6.2,56.0,9.0,10.0,7.0,5.0,6.0
NA,0.0,0.0,0.0,-0.2,-1.7,-0.14,0.0,3.0,2.0,9.0,-0.3,111.0,1.0,2.0,3.0,-1.4,0.0,1.0,0.0,0.0,2.0,5.0,1.0,4.0,2.0,6.0,2.0,1.0,1.0,3.0,0.0,-0.16,1.78,9.0,-0.29,-0.31,1.0,0.37,0.138,1.0,1.3,8.0,1.0,0.0,60.0,0.0,2.0,0.71,17.1,4.9,0.0,-0.57,-1.77,1.1,0.0,0.0,0.0,0.0,-7.1,19.0,2.0,-3.0,1.0,0.0,2.0
AN,0.0,0.0,0.0,-0.2,-1.7,-0.14,0.0,3.0,2.0,9.0,-0.3,111.0,1.0,2.0,3.0,-1.4,0.0,1.0,0.0,0.0,2.0,5.0,1.0,4.0,2.0,6.0,2.0,1.0,1.0,3.0,0.0,-0.16,1.78,9.0,-0.29,-0.31,1.0,0.37,0.138,1.0,1.3,8.0,1.0,0.0,60.0,0.0,2.0,0.71,17.1,4.9,0.0,-0.57,-1.77,1.1,0.0,0.0,0.0,0.0,-7.1,19.0,2.0,-3.0,1.0,0.0,2.0
NR,1.0,-0.1,0.4,0.3,-1.5,0.12,0.0,2.0,2.0,6.0,0.3,86.0,0.0,1.0,1.0,-1.5,0.0,2.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,10.0,3.0,5.0,4.0,3.0,0.0,0.01,2.04,10.0,-0.1,-0.12,1.0,0.266,0.558,2.0,1.2,11.0,10.0,7.0,53.0,0.0,0.0,0.88,17.1,5.5,1.0,0.6,0.24,0.7,4.0,2.0,0.0,0.0,-7.3,4.0,3.0,-4.5,0.0,0.0,1.0
RN,1.0,-0.1,0.4,0.3,-1.5,0.12,0.0,2.0,2.0,6.0,0.3,86.0,0.0,1.0,1.0,-1.5,0.0,2.0,0.0,0.0,2.0,5.0,2.0,5.0,0.0,10.0,3.0,5.0,4.0,3.0,0.0,0.01,2.04,10.0,-0.1,-0.12,1.0,0.266,0.558,2.0,1.2,11.0,10.0,7.0,53.0,0.0,0.0,0.88,17.1,5.5,1.0,0.6,0.24,0.7,4.0,2.0,0.0,0.0,-7.3,4.0,3.0,-4.5,0.0,0.0,1.0
NN,4.0,3.6,3.3,3.6,4.7,1.0,2.0,6.0,0.0,10.0,3.8,0.0,6.0,8.0,9.0,8.0,3.0,11.0,10.0,3.0,11.0,6.0,16.0,4.0,18.0,18.0,10.0,13.0,15.0,8.0,5.0,0.38,0.0,16.0,1.0,1.0,5.0,1.0,1.0,8.0,2.2,100.0,15.0,11.0,100.0,4.0,2.0,0.8,27.4,9.0,11.0,3.6,10.0,2.5,8.0,0.0,3.0,0.0,-4.8,59.0,11.0,8.0,7.0,4.0,7.0
DA,0.0,-0.6,-0.2,-0.3,1.0,-0.08,0.0,4.0,1.0,5.0,-0.3,126.0,2.0,3.0,3.0,-1.6,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,4.0,4.0,2.0,0.0,1.0,3.0,0.0,0.04,2.37,9.0,0.05,0.07,1.0,0.299,-0.018,0.0,0.2,3.0,0.0,0.0,33.0,2.0,0.0,0.56,18.2,4.9,0.0,-0.73,-2.38,1.0,0.0,0.0,1.0,1.0,-6.9,20.0,5.0,-6.5,1.0,0.0,2.0
AD,0.0,-0.6,-0.2,-0.3,1.0,-0.08,0.0,4.0,1.0,5.0,-0.3,126.0,2.0,3.0,3.0,-1.6,0.0,0.0,0.0,0.0,1.0,6.0,2.0,1.0,4.0,4.0,2.0,0.0,1.0,3.0,0.0,0.04,2.37,9.0,0.05,0.07,1.0,0.299,-0.018,0.0,0.2,3.0,0.0,0.0,33.0,2.0,0.0,0.56,18.2,4.9,0.0,-0.73,-2.38,1.0,0.0,0.0,1.0,1.0,-6.9,20.0,5.0,-6.5,1.0,0.0,2.0
DR,3.0,-1.5,-1.0,-0.5,-2.3,-0.01,1.0,2.0,2.0,9.0,-0.3,96.0,1.0,2.0,3.0,-3.4,1.0,1.0,0.0,0.0,2.0,8.0,0.0,5.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,-0.06,2.34,10.0,-0.08,-0.08,2.0,-0.109,-0.054,1.0,-0.1,2.0,13.0,9.0,81.0,1.0,1.0,0.63,18.2,4.9,2.0,0.13,-0.33,0.1,4.0,3.0,0.0,0.0,-7.3,18.0,7.0,-9.5,3.0,1.0,1.0
RD,3.0,-1.5,-1.0,-0.5,-2.3,-0.01,1.0,2.0,2.0,9.0,-0.3,96.0,1.0,2.0,3.0,-3.4,1.0,1.0,0.0,0.0,2.0,8.0,0.0,5.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,-0.06,2.34,10.0,-0.08,-0.08,2.0,-0.109,-0.054,1.0,-0.1,2.0,13.0,9.0,81.0,1.0,1.0,0.63,18.2,4.9,2.0,0.13,-0.33,0.1,4.0,3.0,0.0,0.0,-7.3,18.0,7.0,-9.5,3.0,1.0,1.0
DN,2.0,2.5,2.4,2.2,1.7,0.56,2.0,5.0,1.0,6.0,2.2,23.0,2.0,2.0,2.0,2.6,2.0,6.0,9.0,1.0,4.0,8.0,4.0,11.0,9.0,18.0,5.0,7.0,13.0,5.0,3.0,0.2,0.65,11.0,0.3,0.35,2.0,0.037,0.452,3.0,0.8,32.0,16.0,12.0,73.0,0.0,1.0,0.69,21.4,7.4,5.0,1.78,4.07,3.3,8.0,2.0,5.0,1.0,-6.3,18.0,2.0,-0.5,3.0,2.0,1.0
ND,2.0,2.5,2.4,2.2,1.7,0.56,2.0,5.0,1.0,6.0,2.2,23.0,2.0,2.0,2.0,2.6,2.0,6.0,9.0,1.0,4.0,8.0,4.0,11.0,9.0,18.0,5.0,7.0,13.0,5.0,3.0,0.2,0.65,11.0,0.3,0.35,2.0,0.037,0.452,3.0,0.8,32.0,16.0,12.0,73.0,0.0,1.0,0.69,21.4,7.4,5.0,1.78,4.07,3.3,8.0,2.0,5.0,1.0,-6.3,18.0,2.0,-0.5,3.0,2.0,1.0
DD,5.0,5.2,4.8,4.8,4.8,1.0,4.0,6.0,0.0,10.0,4.7,0.0,7.0,9.0,10.0,8.5,5.0,12.0,10.0,2.0,29.0,17.0,23.0,71.0,38.0,80.0,27.0,28.0,49.0,8.0,5.0,0.36,0.0,16.0,1.0,1.0,6.0,1.0,1.0,8.0,2.2,100.0,26.0,16.0,100.0,4.0,2.0,0.66,25.9,9.9,17.0,4.02,11.01,5.3,11.0,2.0,5.0,0.0,-5.0,65.0,12.0,9.0,7.0,5.0,7.0
CA,3.0,-1.7,-1.2,0.3,-1.9,0.04,2.0,2.0,2.0,9.0,0.5,195.0,1.0,1.0,1.0,-3.4,1.0,0.0,0.0,0.0,5.0,1.0,2.0,8.0,22.0,0.0,5.0,4.0,5.0,1.0,0.0,-0.51,1.39,11.0,-0.35,-0.38,2.0,0.27,0.799,5.0,-1.5,4.0,5.0,2.0,98.0,0.0,0.0,0.75,21.5,5.7,5.0,0.33,0.45,1.2,2.0,2.0,2.0,2.0,-7.7,6.0,1.0,2.5,1.0,1.0,0.0
AC,3.0,-1.7,-1.2,0.3,-1.9,0.04,2.0,2.0,2.0,9.0,0.5,195.0,1.0,1.0,1.0,-3.4,1.0,0.0,0.0,0.0,5.0,1.0,2.0,8.0,22.0,0.0,5.0,4.0,5.0,1.0,0.0,-0.51,1.39,11.0,-0.35,-0.38,2.0,0.27,0.799,5.0,-1.5,4.0,5.0,2.0,98.0,0.0,0.0,0.75,21.5,5.7,5.0,0.33,0.45,1.2,2.0,2.0,2.0,2.0,-7.7,6.0,1.0,2.5,1.0,1.0,0.0
CR,4.0,-0.4,-1.6,-2.2,0.7,-0.2,4.0,2.0,1.0,4.0,-2.2,180.0,3.0,5.0,6.0,-5.6,1.0,1.0,0.0,0.0,6.0,10.0,2.0,1.0,28.0,7.0,9.0,1.0,19.0,1.0,0.0,-0.35,3.06,8.0,-0.17,-0.2,2.0,0.273,0.113,0.0,-1.5,12.0,9.0,7.0,11.0,1.0,2.0,0.84,14.4,3.0,16.0,-1.3,-6.29,-1.3,5.0,3.0,1.0,4.0,-8.3,29.0,8.0,-5.0,3.0,2.0,4.0
RC,4.0,-0.4,-1.6,-2.2,0.7,-0.2,4.0,2.0,1.0,4.0,-2.2,180.0,3.0,5.0,6.0,-5.6,1.0,1.0,0.0,0.0,6.0,10.0,2.0,1.0,28.0,7.0,9.0,1.0,19.0,1.0,0.0,-0.35,3.06,8.0,-0.17,-0.2,2.0,0.273,0.113,0.0,-1.5,12.0,9.0,7.0,11.0,1.0,2.0,0.84,14.4,3.0,16.0,-1.3,-6.29,-1.3,5.0,3.0,1.0,4.0,-8.3,29.0,8.0,-5.0,3.0,2.0,4.0
CN,5.0,-1.6,-1.9,-1.8,-1.5,-0.14,4.0,2.0,2.0,8.0,-1.8,139.0,2.0,4.0,5.0,-7.6,1.0,1.0,0.0,0.0,7.0,11.0,1.0,4.0,6.0,5.0,9.0,1.0,5.0,1.0,0.0,-0.46,2.83,9.0,0.04,0.04,6.0,0.105,0.032,0.0,-1.6,7.0,4.0,5.0,58.0,0.0,3.0,0.72,14.7,3.4,13.0,-2.08,-6.53,-1.9,5.0,4.0,0.0,1.0,-8.6,30.0,2.0,-2.5,3.0,1.0,3.0
NC,5.0,-1.6,-1.9,-1.8,-1.5,-0.14,4.0,2.0,2.0,8.0,-1.8,139.0,2.0,4.0,5.0,-7.6,1.0,1.0,0.0,0.0,7.0,11.0,1.0,4.0,6.0,5.0,9.0,1.0,5.0,1.0,0.0,-0.46,2.83,9.0,0.04,0.04,6.0,0.105,0.032,0.0,-1.6,7.0,4.0,5.0,58.0,0.0,3.0,0.72,14.7,3.4,13.0,-2.08,-6.53,-1.9,5.0,4.0,0.0,1.0,-8.6,30.0,2.0,-2.5,3.0,1.0,3.0
CD,7.0,-3.7,-3.7,-3.2,-1.6,-0.24,5.0,1.0,2.0,5.0,-3.2,154.0,3.0,5.0,7.0,-9.7,3.0,3.0,0.0,0.0,13.0,14.0,1.0,13.0,26.0,0.0,15.0,4.0,16.0,1.0,0.0,-0.41,3.48,8.0,-0.1,-0.1,7.0,0.035,0.015,0.0,-1.7,20.0,8.0,8.0,30.0,2.0,1.0,0.67,14.0,2.0,13.0,-2.51,-6.98,-3.1,4.0,0.0,1.0,0.0,-8.3,30.0,7.0,-7.5,5.0,3.0,4.0
DC,7.0,-3.7,-3.7,-3.2,-1.6,-0.24,5.0,1.0,2.0,5.0,-3.2,154.0,3.0,5.0,7.0,-9.7,3.0,3.0,0.0,0.0,13.0,14.0,1.0,13.0,26.0,0.0,15.0,4.0,16.0,1.0,0.0,-0.41,3.48,8.0,-0.1,-0.1,7.0,0.035,0.015,0.0,-1.7,20.0,8.0,8.0,30.0,2.0,1.0,0.67,14.0,2.0,13.0,-2.51,-6.98,-3.1,4.0,0.0,1.0,0.0,-8.3,30.0,7.0,-7.5,5.0,3.0,4.0
CC,9.0,12.1,12.6,11.8,5.5,1.0,12.0,6.0,0.0,10.0,11.5,0.0,12.0,13.0,13.0,16.1,11.0,6.0,10.0,2.0,109.0,93.0,9.0,50.0,156.0,66.0,108.0,51.0,97.0,9.0,6.0,1.02,0.0,16.0,1.0,1.0,11.0,1.0,1.0,8.0,2.2,100.0,18.0,14.0,100.0,4.0,5.0,1.07,31.9,16.7,39.0,6.99,19.05,11.5,14.0,12.0,13.0,12.0,-3.2,99.0,7.0,11.0,13.0,11.0,12.0
QA,1.0,-1.7,-0.9,-0.3,-2.1,-0.01,0.0,3.0,2.0,9.0,-0.2,91.0,1.0,1.0,2.0,-0.6,1.0,2.0,6.6,0.0,2.0,6.0,1.0,2.0,3.0,6.0,3.0,1.0,0.0,3.0,0.0,-0.16,1.92,11.0,0.32,0.36,0.0,0.261,0.55,2.0,1.8,0.0,0.0,1.0,64.0,0.0,1.0,0.68,17.2,5.0,1.0,-0.75,-2.16,-0.1,0.0,1.0,1.0,0.0,-7.0,3.0,3.0,-4.0,1.0,0.0,1.0
AQ,1.0,-1.7,-0.9,-0.3,-2.1,-0.01,0.0,3.0,2.0,9.0,-0.2,91.0,1.0,1.0,2.0,-0.6,1.0,2.0,6.6,0.0,2.0,6.0,1.0,2.0,3.0,6.0,3.0,1.0,0.0,3.0,0.0,-0.16,1.92,11.0,0.32,0.36,0.0,0.261,0.55,2.0,1.8,0.0,0.0,1.0,64.0,0.0,1.0,0.68,17.2,5.0,1.0,-0.75,-2.16,-0.1,0.0,1.0,1.0,0.0,-7.0,3.0,3.0,-4.0,1.0,0.0,1.0
QR,1.0,2.5,2.2,1.6,0.3,0.57,1.0,3.0,1.0,6.0,1.5,43.0,1.0,1.0,1.0,2.1,2.0,6.0,9.0,0.0,6.0,6.0,2.0,9.0,2.0,24.0,7.0,5.0,9.0,5.0,0.0,0.15,1.13,10.0,0.05,0.1,1.0,-0.084,0.243,0.0,2.0,26.0,16.0,12.0,49.0,0.0,1.0,0.83,19.6,6.7,7.0,0.13,-0.74,2.0,5.0,2.0,3.0,1.0,-7.5,12.0,2.0,-2.5,2.0,2.0,1.0
RQ,1.0,2.5,2.2,1.6,0.3,0.57,1.0,3.0,1.0,6.0,1.5,43.0,1.0,1.0,1.0,2.1,2.0,6.0,9.0,0.0,6.0,6.0,2.0,9.0,2.0,24.0,7.0,5.0,9.0,5.0,0.0,0.15,1.13,10.0,0.05,0.1,1.0,-0.084,0.243,0.0,2.0,26.0,16.0,12.0,49.0,0.0,1.0,0.83,19.6,6.7,7.0,0.13,-0.74,2.0,5.0,2.0,3.0,1.0,-7.5,12.0,2.0,-2.5,2.0,2.0,1.0
QN,0.0,0.1,0.5,0.7,0.4,0.2,1.0,3.0,2.0,10.0,0.7,46.0,0.0,0.0,0.0,-0.8,0.0,3.0,0.0,1.0,3.0,6.0,2.0,4.0,1.0,18.0,4.0,5.0,7.0,4.0,2.0,0.2,0.99,11.0,-0.14,-0.16,0.0,0.082,0.222,1.0,1.6,12.0,13.0,10.0,96.0,1.0,1.0,0.71,18.6,5.9,1.0,0.33,1.42,1.9,5.0,2.0,2.0,3.0,-7.1,2.0,2.0,-1.0,0.0,1.0,0.0
NQ,0.0,0.1,0.5,0.7,0.4,0.2,1.0,3.0,2.0,10.0,0.7,46.0,0.0,0.0,0.0,-0.8,0.0,3.0,0.0,1.0,3.0,6.0,2.0,4.0,1.0,18.0,4.0,5.0,7.0,4.0,2.0,0.2,0.99,11.0,-0.14,-0.16,0.0,0.082,0.222,1.0,1.6,12.0,13.0,10.0,96.0,1.0,1.0,0.71,18.6,5.9,1.0,0.33,1.42,1.9,5.0,2.0,2.0,3.0,-7.1,2.0,2.0,-1.0,0.0,1.0,0.0
QD,1.0,0.6,0.6,0.8,0.3,0.19,2.0,4.0,2.0,6.0,0.9,61.0,0.0,0.0,1.0,-1.1,1.0,2.0,0.0,0.0,2.0,8.0,3.0,10.0,3.0,18.0,4.0,6.0,9.0,4.0,1.0,0.16,1.47,11.0,0.11,0.13,0.0,0.321,0.257,2.0,0.6,8.0,16.0,13.0,68.0,1.0,1.0,0.64,22.2,6.1,1.0,0.34,1.1,1.1,6.0,3.0,3.0,3.0,-7.3,2.0,0.0,-2.5,1.0,1.0,0.0
DQ,1.0,0.6,0.6,0.8,0.3,0.19,2.0,4.0,2.0,6.0,0.9,61.0,0.0,0.0,1.0,-1.1,1.0,2.0,0.0,0.0,2.0,8.0,3.0,10.0,3.0,18.0,4.0,6.0,9.0,4.0,1.0,0.16,1.47,11.0,0.11,0.13,0.0,0.321,0.257,2.0,0.6,8.0,16.0,13.0,68.0,1.0,1.0,0.64,22.2,6.1,1.0,0.34,1.1,1.1,6.0,3.0,3.0,3.0,-7.3,2.0,0.0,-2.5,1.0,1.0,0.0
QC,7.0,-3.2,-3.3,-2.6,-3.1,-0.29,5.0,1.0,2.0,8.0,-2.4,154.0,3.0,4.0,5.0,-6.9,3.0,3.0,0.0,0.0,10.0,5.0,2.0,0.0,29.0,7.0,11.0,1.0,11.0,0.0,0.0,-0.74,2.48,10.0,-0.16,-0.16,3.0,0.191,0.418,3.0,-1.4,8.0,10.0,9.0,62.0,0.0,3.0,0.65,13.8,2.8,14.0,-0.83,-2.47,-2.5,4.0,2.0,6.0,4.0,-8.3,30.0,5.0,-3.5,4.0,2.0,3.0
CQ,7.0,-3.2,-3.3,-2.6,-3.1,-0.29,5.0,1.0,2.0,8.0,-2.4,154.0,3.0,4.0,5.0,-6.9,3.0,3.0,0.0,0.0,10.0,5.0,2.0,0.0,29.0,7.0,11.0,1.0,11.0,0.0,0.0,-0.74,2.48,10.0,-0.16,-0.16,3.0,0.191,0.418,3.0,-1.4,8.0,10.0,9.0,62.0,0.0,3.0,0.65,13.8,2.8,14.0,-0.83,-2.47,-2.5,4.0,2.0,6.0,4.0,-8.3,30.0,5.0,-3.5,4.0,2.0,3.0
QQ,6.0,5.3,4.2,3.0,5.5,1.0,4.0,6.0,0.0,10.0,2.7,0.0,6.0,8.0,9.0,9.0,5.0,11.0,10.0,2.0,16.0,7.0,13.0,6.0,30.0,42.0,14.0,11.0,31.0,8.0,5.0,0.48,0.0,16.0,1.0,1.0,6.0,1.0,1.0,8.0,2.2,100.0,21.0,17.0,100.0,4.0,1.0,0.8,96.5,7.9,13.0,2.6,7.85,3.6,7.0,0.0,4.0,0.0,-6.5,46.0,9.0,7.0,6.0,3.0,6.0
EA,0.0,-0.7,-0.3,-0.1,1.3,0.08,0.0,4.0,1.0,5.0,0.0,107.0,1.0,1.0,2.0,-0.7,1.0,0.0,9.0,1.0,3.0,7.0,2.0,4.0,3.0,8.0,3.0,0.0,0.0,4.0,0.0,0.03,2.46,10.0,0.7,0.74,0.0,0.3,-0.116,0.0,1.7,12.0,2.0,1.0,39.0,3.0,2.0,0.63,18.1,5.2,0.0,-0.12,-0.47,1.2,0.0,2.0,0.0,1.0,-6.7,10.0,5.0,-7.0,1.0,0.0,1.0
AE,0.0,-0.7,-0.3,-0.1,1.3,0.08,0.0,4.0,1.0,5.0,0.0,107.0,1.0,1.0,2.0,-0.7,1.0,0.0,9.0,1.0,3.0,7.0,2.0,4.0,3.0,8.0,3.0,0.0,0.0,4.0,0.0,0.03,2.46,10.0,0.7,0.74,0.0,0.3,-0.116,0.0,1.7,12.0,2.0,1.0,39.0,3.0,2.0,0.63,18.1,5.2,0.0,-0.12,-0.47,1.2,0.0,2.0,0.0,1.0,-6.7,10.0,5.0,-7.0,1.0,0.0,1.0
ER,3.0,-0.4,-0.1,0.3,-2.0,0.34,1.0,2.0,2.0,9.0,0.4,54.0,0.0,0.0,1.0,-0.2,0.0,2.0,6.6,0.0,2.0,8.0,1.0,12.0,1.0,1.0,3.0,4.0,2.0,3.0,0.0,-0.02,1.45,9.0,0.09,0.11,0.0,0.375,0.037,0.0,1.9,11.0,13.0,10.0,74.0,1.0,1.0,0.82,18.7,5.6,3.0,0.99,2.83,1.9,8.0,2.0,2.0,2.0,-7.5,3.0,6.0,-9.0,1.0,0.0,0.0
RE,3.0,-0.4,-0.1,0.3,-2.0,0.34,1.0,2.0,2.0,9.0,0.4,54.0,0.0,0.0,1.0,-0.2,0.0,2.0,6.6,0.0,2.0,8.0,1.0,12.0,1.0,1.0,3.0,4.0,2.0,3.0,0.0,-0.02,1.45,9.0,0.09,0.11,0.0,0.375,0.037,0.0,1.9,11.0,13.0,10.0,74.0,1.0,1.0,0.82,18.7,5.6,3.0,0.99,2.83,1.9,8.0,2.0,2.0,2.0,-7.5,3.0,6.0,-9.0,1.0,0.0,0.0
EN,1.0,1.1,1.2,1.0,0.3,0.13,1.0,3.0,2.0,6.0,0.9,42.0,0.0,0.0,1.0,-0.7,1.0,1.0,0.0,0.0,2.0,8.0,1.0,5.0,0.0,22.0,3.0,5.0,8.0,4.0,1.0,0.19,0.85,10.0,-0.24,-0.27,0.0,0.206,0.408,3.0,1.4,13.0,10.0,8.0,79.0,0.0,0.0,0.74,20.0,6.1,1.0,-0.16,-0.39,2.3,6.0,2.0,0.0,0.0,-6.5,3.0,0.0,-4.5,0.0,1.0,0.0
NE,1.0,1.1,1.2,1.0,0.3,0.13,1.0,3.0,2.0,6.0,0.9,42.0,0.0,0.0,1.0,-0.7,1.0,1.0,0.0,0.0,2.0,8.0,1.0,5.0,0.0,22.0,3.0,5.0,8.0,4.0,1.0,0.19,0.85,10.0,-0.24,-0.27,0.0,0.206,0.408,3.0,1.4,13.0,10.0,8.0,79.0,0.0,0.0,0.74,20.0,6.1,1.0,-0.16,-0.39,2.3,6.0,2.0,0.0,0.0,-6.5,3.0,0.0,-4.5,0.0,1.0,0.0
ED,3.0,4.4,3.9,2.9,3.8,0.37,3.0,5.0,1.0,10.0,2.7,45.0,2.0,2.0,2.0,2.4,4.0,8.0,0.0,1.0,6.0,12.0,6.0,20.0,10.0,29.0,8.0,10.0,17.0,5.0,2.0,0.32,0.9,11.0,0.07,0.09,2.0,0.137,0.851,4.0,1.0,34.0,15.0,10.0,94.0,0.0,2.0,0.58,22.8,7.9,5.0,1.2,2.41,3.2,7.0,6.0,5.0,4.0,-6.4,20.0,6.0,2.0,3.0,3.0,1.0
DE,3.0,4.4,3.9,2.9,3.8,0.37,3.0,5.0,1.0,10.0,2.7,45.0,2.0,2.0,2.0,2.4,4.0,8.0,0.0,1.0,6.0,12.0,6.0,20.0,10.0,29.0,8.0,10.0,17.0,5.0,2.0,0.32,0.9,11.0,0.07,0.09,2.0,0.137,0.851,4.0,1.0,34.0,15.0,10.0,94.0,0.0,2.0,0.58,22.8,7.9,5.0,1.2,2.41,3.2,7.0,6.0,5.0,4.0,-6.4,20.0,6.0,2.0,3.0,3.0,1.0
EC,7.0,-4.7,-4.3,-3.2,-3.0,-0.51,5.0,0.0,3.0,5.0,-3.0,170.0,3.0,5.0,7.0,-6.9,4.0,3.0,0.0,0.0,12.0,16.0,3.0,2.0,30.0,1.0,15.0,5.0,21.0,0.0,0.0,-0.64,3.26,9.0,-0.34,-0.36,3.0,0.341,-0.167,0.0,-1.5,18.0,8.0,6.0,36.0,2.0,2.0,0.69,12.2,2.2,20.0,-1.97,-4.7,-2.4,6.0,8.0,4.0,8.0,-10.2,39.0,7.0,-7.0,5.0,3.0,4.0
CE,7.0,-4.7,-4.3,-3.2,-3.0,-0.51,5.0,0.0,3.0,5.0,-3.0,170.0,3.0,5.0,7.0,-6.9,4.0,3.0,0.0,0.0,12.0,16.0,3.0,2.0,30.0,1.0,15.0,5.0,21.0,0.0,0.0,-0.64,3.26,9.0,-0.34,-0.36,3.0,0.341,-0.167,0.0,-1.5,18.0,8.0,6.0,36.0,2.0,2.0,0.69,12.2,2.2,20.0,-1.97,-4.7,-2.4,6.0,8.0,4.0,8.0,-10.2,39.0,7.0,-7.0,5.0,3.0,4.0
EQ,2.0,2.1,1.7,1.7,2.0,0.51,2.0,4.0,1.0,6.0,1.7,29.0,2.0,3.0,3.0,2.4,2.0,7.0,6.6,1.0,5.0,9.0,3.0,7.0,6.0,15.0,6.0,7.0,11.0,5.0,3.0,0.25,0.84,11.0,0.39,0.42,2.0,0.228,0.254,2.0,2.1,37.0,17.0,13.0,74.0,0.0,2.0,0.73,20.4,6.9,5.0,1.23,3.16,1.7,8.0,6.0,2.0,4.0,-6.8,19.0,1.0,-2.5,2.0,2.0,1.0
QE,2.0,2.1,1.7,1.7,2.0,0.51,2.0,4.0,1.0,6.0,1.7,29.0,2.0,3.0,3.0,2.4,2.0,7.0,6.6,1.0,5.0,9.0,3.0,7.0,6.0,15.0,6.0,7.0,11.0,5.0,3.0,0.25,0.84,11.0,0.39,0.42,2.0,0.228,0.254,2.0,2.1,37.0,17.0,13.0,74.0,0.0,2.0,0.73,20.4,6.9,5.0,1.23,3.16,1.7,8.0,6.0,2.0,4.0,-6.8,19.0,1.0,-2.5,2.0,2.0,1.0
EE,5.0,5.2,4.6,3.7,5.7,1.0,4.0,6.0,0.0,10.0,3.6,0.0,6.0,7.0,8.0,8.6,5.0,13.0,10.0,2.0,15.0,15.0,24.0,12.0,25.0,59.0,15.0,23.0,31.0,8.0,5.0,0.36,0.0,16.0,1.0,1.0,5.0,1.0,1.0,8.0,2.2,100.0,11.0,8.0,100.0,4.0,1.0,0.74,26.5,8.8,12.0,2.97,8.43,3.7,11.0,2.0,3.0,0.0,-5.4,40.0,12.0,7.0,6.0,4.0,5.0
